file_name,temp,variability,sample_day,replicate,cell_density,start_time,cell_volume
Tetraselmis_experiment/data-raw/flowcam-summaries-jun10-eve/20v-2-3_summary,20,v,2,3,24436,2017-06-10  20:43:16,961.91
Tetraselmis_experiment/data-raw/flowcam-summaries-jun10-eve/20v-2-4_summary,20,v,2,4,24198,2017-06-10  20:45:10,967.62
Tetraselmis_experiment/data-raw/flowcam-summaries-jun10-eve/27c-2-1_summary,27,c,2,1,24568,2017-06-10  20:06:01,879.58
Tetraselmis_experiment/data-raw/flowcam-summaries-jun10-eve/27c-2-2_summary,27,c,2,2,19997,2017-06-10  20:07:51,810.07
Tetraselmis_experiment/data-raw/flowcam-summaries-jun10-eve/27c-2-3_summary,27,c,2,3,22174,2017-06-10  20:09:57,746.85
Tetraselmis_experiment/data-raw/flowcam-summaries-jun10-eve/27c-2-4_summary,27,c,2,4,20405,2017-06-10  20:11:47,798.69
Tetraselmis_experiment/data-raw/flowcam-summaries-jun10-eve/27v-1-1_summary,27,v,1,1,10537,2017-06-10  19:50:17,1089.81
Tetraselmis_experiment/data-raw/flowcam-summaries-jun10-eve/27v-1-2_summary,27,v,1,2,11187,2017-06-10  19:52:02,1059.07
Tetraselmis_experiment/data-raw/flowcam-summaries-jun10-eve/27v-1-3_summary,27,v,1,3,11065,2017-06-10  19:53:46,956.90
Tetraselmis_experiment/data-raw/flowcam-summaries-jun10-eve/27v-1-4_summary,27,v,1,4,6021,2017-06-10  19:55:35,945.54
Tetraselmis_experiment/data-raw/flowcam-summaries-jun10-eve/27v-2-1_summary,27,v,2,1,6954,2017-06-10  19:57:31,1028.50
Tetraselmis_experiment/data-raw/flowcam-summaries-jun10-eve/27v-2-4_summary,27,v,2,4,10512,2017-06-10  20:03:59,1066.62
Tetraselmis_experiment/data-raw/flowcam-summaries-jun10-eve/summary_export_20v-2-1_copy,20,v,2,1,26000,2017-06-10  20:38:53,1012.79
Tetraselmis_experiment/data-raw/flowcam-summaries-jun10-eve/summary_export_27v-2-2_copy,27,v,2,2,9117,2017-06-10  19:59:17,1077.01
Tetraselmis_experiment/data-raw/flowcam-summaries-jun10-eve/summary_export_27v-2-3_copy,27,v,2,3,11986,2017-06-10  20:01:39,1019.61
Tetraselmis_experiment/data-raw/flowcam-summaries-jun10/10c-2-4_summary,10,c,2,4,7739,2017-06-10  18:09:23,1383.29
Tetraselmis_experiment/data-raw/flowcam-summaries-jun10/10v-2-3_summary,10,v,2,3,12654,2017-06-10  18:28:23,1245.80
Tetraselmis_experiment/data-raw/flowcam-summaries-jun10/16c-2-1_summary,16,c,2,1,21409,2017-06-10  17:32:20,1098.26
Tetraselmis_experiment/data-raw/flowcam-summaries-jun10/16c-2-2_summary,16,c,2,2,20162,2017-06-10  17:34:05,1058.17
Tetraselmis_experiment/data-raw/flowcam-summaries-jun10/16c-2-3_summary,16,c,2,3,17598,2017-06-10  17:35:52,1086.90
Tetraselmis_experiment/data-raw/flowcam-summaries-jun10/16c-2-4_summary,16,c,2,4,20405,2017-06-10  17:37:44,1034.47
Tetraselmis_experiment/data-raw/flowcam-summaries-jun10/20c-2-1_summary,20,c,2,1,24506,2017-06-10  17:24:25,988.96
Tetraselmis_experiment/data-raw/flowcam-summaries-jun10/20c-2-2_summary,20,c,2,2,22557,2017-06-10  17:26:18,975.73
Tetraselmis_experiment/data-raw/flowcam-summaries-jun10/20c-2-3_summary,20,c,2,3,25777,2017-06-10  17:28:19,976.19
Tetraselmis_experiment/data-raw/flowcam-summaries-jun10/20c-2-4_summary,20,c,2,4,28457,2017-06-10  17:30:13,975.33
Tetraselmis_experiment/data-raw/flowcam-summaries-jun10/20v-2-1_summary,20,v,2,1,22460,2017-06-10  17:45:19,1040.50
Tetraselmis_experiment/data-raw/flowcam-summaries-jun10/20v-2-3_summary,20,v,2,3,23290,2017-06-10  17:49:37,950.11
Tetraselmis_experiment/data-raw/flowcam-summaries-jun10/20v-2-4_summary,20,v,2,4,19582,2017-06-10  17:51:33,1008.55
Tetraselmis_experiment/data-raw/flowcam-summaries-jun10/24c-2-1_summary,24,c,2,1,25037,2017-06-10  17:13:13,894.46
Tetraselmis_experiment/data-raw/flowcam-summaries-jun10/24c-2-2_summary,24,c,2,2,25797,2017-06-10  17:15:03,871.69
Tetraselmis_experiment/data-raw/flowcam-summaries-jun10/24c-2-3_summary,24,c,2,3,25458,2017-06-10  17:16:53,856.25
Tetraselmis_experiment/data-raw/flowcam-summaries-jun10/24c-2-4_summary,24,c,2,4,24173,2017-06-10  17:22:20,857.20
Tetraselmis_experiment/data-raw/flowcam-summaries-jun10/27c-1-1_summary,27,c,1,1,22964,2017-06-10  11:31:13,924.38
Tetraselmis_experiment/data-raw/flowcam-summaries-jun10/27c-1-2_summary,27,c,1,2,24671,2017-06-10  11:33:06,904.73
Tetraselmis_experiment/data-raw/flowcam-summaries-jun10/27c-1-3_summary,27,c,1,3,25611,2017-06-10  11:35:09,883.84
Tetraselmis_experiment/data-raw/flowcam-summaries-jun10/27c-1-4_summary,27,c,1,4,27297,2017-06-10  11:37:03,836.03
Tetraselmis_experiment/data-raw/flowcam-summaries-jun10/27c-2-2_summary,27,c,2,2,18001,2017-06-10  11:42:05,849.21
Tetraselmis_experiment/data-raw/flowcam-summaries-jun10/27c-2-3_summary,27,c,2,3,16869,2017-06-10  11:43:46,843.59
Tetraselmis_experiment/data-raw/flowcam-summaries-jun10/27c-2-4_summary,27,c,2,4,21844,2017-06-10  11:45:32,827.65
Tetraselmis_experiment/data-raw/flowcam-summaries-jun10/27v-1-1_summary,27,v,1,1,15268,2017-06-10  11:55:14,1099.24
Tetraselmis_experiment/data-raw/flowcam-summaries-jun10/27v-1-1-r2_summary,27,v,1,1,14761,2017-06-10  12:09:00,1106.65
Tetraselmis_experiment/data-raw/flowcam-summaries-jun10/27v-1-2_summary,27,v,1,2,18850,2017-06-10  11:57:02,1186.45
Tetraselmis_experiment/data-raw/flowcam-summaries-jun10/27v-1-2-r2_summary,27,v,1,2,15155,2017-06-10  12:07:09,1123.94
Tetraselmis_experiment/data-raw/flowcam-summaries-jun10/27v-1-3_summary,27,v,1,3,13677,2017-06-10  11:58:45,1136.95
Tetraselmis_experiment/data-raw/flowcam-summaries-jun10/27v-1-3-r2_summary,27,v,1,3,13742,2017-06-10  12:04:40,1099.51
Tetraselmis_experiment/data-raw/flowcam-summaries-jun10/27v-1-4_summary,27,v,1,4,8797,2017-06-10  12:00:44,1091.94
Tetraselmis_experiment/data-raw/flowcam-summaries-jun10/27v-1-4-r2_summary,27,v,1,4,9222,2017-06-10  12:02:43,1117.71
Tetraselmis_experiment/data-raw/flowcam-summaries-jun10/27v-2-2_summary,27,v,2,2,18349,2017-06-10  11:49:50,1158.81
Tetraselmis_experiment/data-raw/flowcam-summaries-jun10/27v-2-3_summary,27,v,2,3,14031,2017-06-10  11:51:34,1115.61
Tetraselmis_experiment/data-raw/flowcam-summaries-jun10/27v-2-4_summary,27,v,2,4,17309,2017-06-10  11:53:19,1167.78
Tetraselmis_experiment/data-raw/flowcam-summaries-jun10/5c-2-2_summary,5,c,2,2,1011,2017-06-10  18:13:40,1103.14
Tetraselmis_experiment/data-raw/flowcam-summaries-jun10/5v-2-3_summary,5,v,2,3,1097,2017-06-10  17:57:57,1146.65
Tetraselmis_experiment/data-raw/flowcam-summaries-jun10/summary_export_10c-2-1_copy,10,c,2,1,7632,2017-06-10  18:02:28,1293.44
Tetraselmis_experiment/data-raw/flowcam-summaries-jun10/summary_export_10c-2-2_copy,10,c,2,2,8920,2017-06-10  18:04:48,1321.37
Tetraselmis_experiment/data-raw/flowcam-summaries-jun10/summary_export_10c-2-3_copy,10,c,2,3,3354,2017-06-10  18:07:00,1362.42
Tetraselmis_experiment/data-raw/flowcam-summaries-jun10/summary_export_10v-2-1_copy,10,v,2,1,3030,2017-06-10  18:23:45,1326.26
Tetraselmis_experiment/data-raw/flowcam-summaries-jun10/summary_export_10v-2-2_copy,10,v,2,2,9518,2017-06-10  18:25:57,1316.42
Tetraselmis_experiment/data-raw/flowcam-summaries-jun10/summary_export_10v-2-4_copy,10,v,2,4,9766,2017-06-10  18:30:21,1302.98
Tetraselmis_experiment/data-raw/flowcam-summaries-jun10/summary_export_20v-2-2_copy,20,v,2,2,22075,2017-06-10  17:47:14,1005.39
Tetraselmis_experiment/data-raw/flowcam-summaries-jun10/summary_export_27c-2-1_copy,27,c,2,1,29340,2017-06-10  11:39:18,857.65
Tetraselmis_experiment/data-raw/flowcam-summaries-jun10/summary_export_27v-2-1_copy,27,v,2,1,14293,2017-06-10  11:47:30,1262.43
Tetraselmis_experiment/data-raw/flowcam-summaries-jun10/summary_export_5c-2-1_copy,5,c,2,1,819,2017-06-10  18:11:29,1330.48
Tetraselmis_experiment/data-raw/flowcam-summaries-jun10/summary_export_5c-2-3_copy,5,c,2,3,857,2017-06-10  18:15:33,1433.87
Tetraselmis_experiment/data-raw/flowcam-summaries-jun10/summary_export_5c-2-4_copy,5,c,2,4,873,2017-06-10  18:17:48,1382.43
Tetraselmis_experiment/data-raw/flowcam-summaries-jun10/summary_export_5v-2-1_copy,5,v,2,1,1099,2017-06-10  17:53:32,1257.36
Tetraselmis_experiment/data-raw/flowcam-summaries-jun10/summary_export_5v-2-2_copy,5,v,2,2,1460,2017-06-10  17:59:49,1330.30
Tetraselmis_experiment/data-raw/flowcam-summaries-jun10/summary_export_5v-2-4_copy,5,v,2,4,1489,2017-06-10  17:55:44,1400.79
Tetraselmis_experiment/data-raw/flowcam-summaries-jun11-eve/10v-3-2_summary,10,v,3,2,13536,2017-06-11  18:17:19,1286.94
Tetraselmis_experiment/data-raw/flowcam-summaries-jun11-eve/10v-3-3_summary,10,v,3,3,15037,2017-06-11  18:19:10,1243.97
Tetraselmis_experiment/data-raw/flowcam-summaries-jun11-eve/10v-3-4_summary,10,v,3,4,16327,2017-06-11  18:21:00,1235.62
Tetraselmis_experiment/data-raw/flowcam-summaries-jun11-eve/20v-3-1_summary,20,v,3,1,25411,2017-06-11  18:36:02,819.26
Tetraselmis_experiment/data-raw/flowcam-summaries-jun11-eve/20v-3-2_summary,20,v,3,2,26563,2017-06-11  18:37:50,901.75
Tetraselmis_experiment/data-raw/flowcam-summaries-jun11-eve/20v-3-3_summary,20,v,3,3,24028,2017-06-11  18:39:37,936.57
Tetraselmis_experiment/data-raw/flowcam-summaries-jun11-eve/20v-3-4_summary,20,v,3,4,24694,2017-06-11  18:41:24,880.61
Tetraselmis_experiment/data-raw/flowcam-summaries-jun11-eve/27c-3-1_summary,27,c,3,1,NA,2017-06-11  18:26:54,0.00
Tetraselmis_experiment/data-raw/flowcam-summaries-jun11-eve/27v-3-1_summary,27,v,3,1,16081,2017-06-11  18:27:13,926.91
Tetraselmis_experiment/data-raw/flowcam-summaries-jun11-eve/27v-3-2_summary,27,v,3,2,16385,2017-06-11  18:28:51,864.76
Tetraselmis_experiment/data-raw/flowcam-summaries-jun11-eve/27v-3-3_summary,27,v,3,3,13575,2017-06-11  18:30:35,979.41
Tetraselmis_experiment/data-raw/flowcam-summaries-jun11-eve/27v-3-4_summary,27,v,3,4,8790,2017-06-11  18:32:20,953.03
Tetraselmis_experiment/data-raw/flowcam-summaries-jun11-eve/5v-2-3_summary,5,v,2,3,1072,2017-06-11  18:08:36,1303.99
Tetraselmis_experiment/data-raw/flowcam-summaries-jun11-eve/summary_export_10v-3-1_copy,10,v,3,1,16951,2017-06-11  18:14:58,1257.79
Tetraselmis_experiment/data-raw/flowcam-summaries-jun11-eve/summary_export_5c-2-1_copy,5,c,2,1,1361,2017-06-11  17:53:54,1554.10
Tetraselmis_experiment/data-raw/flowcam-summaries-jun11-eve/summary_export_5c-2-2_copy,5,c,2,2,458,2017-06-11  17:56:01,1305.51
Tetraselmis_experiment/data-raw/flowcam-summaries-jun11-eve/summary_export_5c-2-3_copy,5,c,2,3,414,2017-06-11  17:58:13,1437.55
Tetraselmis_experiment/data-raw/flowcam-summaries-jun11-eve/summary_export_5c-2-4_copy,5,c,2,4,264,2017-06-11  18:00:18,1630.47
Tetraselmis_experiment/data-raw/flowcam-summaries-jun11-eve/summary_export_5v-2-1_copy,5,v,2,1,2701,2017-06-11  18:04:27,1270.35
Tetraselmis_experiment/data-raw/flowcam-summaries-jun11-eve/summary_export_5v-2-2_copy,5,v,2,2,1111,2017-06-11  18:06:34,1392.84
Tetraselmis_experiment/data-raw/flowcam-summaries-jun11-eve/summary_export_5v-2-4_copy,5,v,2,4,3905,2017-06-11  18:10:24,1391.60
Tetraselmis_experiment/data-raw/flowcam-summaries-jun11-morn/10c-3-3_summary,10,c,3,3,8550,2017-06-11  12:19:06,1417.33
Tetraselmis_experiment/data-raw/flowcam-summaries-jun11-morn/16c-3-2_summary,16,c,3,2,27523,2017-06-11  12:06:06,1017.12
Tetraselmis_experiment/data-raw/flowcam-summaries-jun11-morn/20c-3-2_summary,20,c,3,2,26219,2017-06-11  11:34:49,967.67
Tetraselmis_experiment/data-raw/flowcam-summaries-jun11-morn/20v-3-1_summary,20,v,3,1,31185,2017-06-11  11:01:00,908.92
Tetraselmis_experiment/data-raw/flowcam-summaries-jun11-morn/20v-3-2_summary,20,v,3,2,25658,2017-06-11  11:02:55,912.57
Tetraselmis_experiment/data-raw/flowcam-summaries-jun11-morn/20v-3-3_summary,20,v,3,3,27096,2017-06-11  11:04:49,953.52
Tetraselmis_experiment/data-raw/flowcam-summaries-jun11-morn/24c-3-1_summary,24,c,3,1,26571,2017-06-11  11:54:21,785.76
Tetraselmis_experiment/data-raw/flowcam-summaries-jun11-morn/24c-3-2_summary,24,c,3,2,27681,2017-06-11  11:56:18,804.20
Tetraselmis_experiment/data-raw/flowcam-summaries-jun11-morn/24c-3-3_summary,24,c,3,3,24987,2017-06-11  11:58:07,783.15
Tetraselmis_experiment/data-raw/flowcam-summaries-jun11-morn/24c-3-4_summary,24,c,3,4,27598,2017-06-11  12:00:01,776.24
Tetraselmis_experiment/data-raw/flowcam-summaries-jun11-morn/27c-3-2_summary,27,c,3,2,22557,2017-06-11  11:23:01,780.68
Tetraselmis_experiment/data-raw/flowcam-summaries-jun11-morn/27c-3-3_summary,27,c,3,3,17398,2017-06-11  11:24:56,739.59
Tetraselmis_experiment/data-raw/flowcam-summaries-jun11-morn/27v-2-1_summary,27,v,2,1,23168,2017-06-11  10:47:04,1040.20
Tetraselmis_experiment/data-raw/flowcam-summaries-jun11-morn/27v-2-2_summary,27,v,2,2,26313,2017-06-11  10:48:55,935.40
Tetraselmis_experiment/data-raw/flowcam-summaries-jun11-morn/27v-2-3_summary,27,v,2,3,22887,2017-06-11  10:50:40,915.56
Tetraselmis_experiment/data-raw/flowcam-summaries-jun11-morn/27v-2-4_summary,27,v,2,4,23219,2017-06-11  10:52:33,999.90
Tetraselmis_experiment/data-raw/flowcam-summaries-jun11-morn/27v-3-1_summary,27,v,3,1,19719,2017-06-11  10:38:05,953.40
Tetraselmis_experiment/data-raw/flowcam-summaries-jun11-morn/27v-3-2_summary,27,v,3,2,23717,2017-06-11  10:40:33,930.29
Tetraselmis_experiment/data-raw/flowcam-summaries-jun11-morn/27v-3-3_summary,27,v,3,3,24712,2017-06-11  10:42:21,989.45
Tetraselmis_experiment/data-raw/flowcam-summaries-jun11-morn/27v-3-4_summary,27,v,3,4,17091,2017-06-11  10:44:05,1018.85
Tetraselmis_experiment/data-raw/flowcam-summaries-jun11-morn/summary_export_10c-3-1_copy,10,c,3,1,5311,2017-06-11  12:14:25,1366.79
Tetraselmis_experiment/data-raw/flowcam-summaries-jun11-morn/summary_export_10c-3-2_copy,10,c,3,2,11108,2017-06-11  12:16:44,1377.03
Tetraselmis_experiment/data-raw/flowcam-summaries-jun11-morn/summary_export_10c-3-4_copy,10,c,3,4,7455,2017-06-11  12:20:57,1415.51
Tetraselmis_experiment/data-raw/flowcam-summaries-jun11-morn/summary_export_16c-3-1_copy,16,c,3,1,26447,2017-06-11  12:03:45,983.53
Tetraselmis_experiment/data-raw/flowcam-summaries-jun11-morn/summary_export_16c-3-3_copy,16,c,3,3,25300,2017-06-11  12:07:56,1002.93
Tetraselmis_experiment/data-raw/flowcam-summaries-jun11-morn/summary_export_16c-3-4_copy,16,c,3,4,25891,2017-06-11  12:10:11,1008.69
Tetraselmis_experiment/data-raw/flowcam-summaries-jun11-morn/summary_export_20c-3-1_copy,20,c,3,1,25261,2017-06-11  11:32:24,909.94
Tetraselmis_experiment/data-raw/flowcam-summaries-jun11-morn/summary_export_20c-3-3_copy,20,c,3,3,25973,2017-06-11  11:36:40,939.68
Tetraselmis_experiment/data-raw/flowcam-summaries-jun11-morn/summary_export_20c-3-4_copy,20,c,3,4,26082,2017-06-11  11:38:57,940.86
Tetraselmis_experiment/data-raw/flowcam-summaries-jun11-morn/summary_export_20v-3-4_copy,20,v,3,4,26506,2017-06-11  11:16:55,962.78
Tetraselmis_experiment/data-raw/flowcam-summaries-jun11-morn/summary_export_27c-3-1_copy,27,c,3,1,19671,2017-06-11  11:20:34,795.12
Tetraselmis_experiment/data-raw/flowcam-summaries-jun11-morn/summary_export_27c-3-4_copy,27,c,3,4,18126,2017-06-11  11:26:56,726.45
Tetraselmis_experiment/data-raw/flowcam-summaries-jun12-eve/10v-3-1_summary,10,v,3,1,22470,2017-06-12  20:09:34,1096.46
Tetraselmis_experiment/data-raw/flowcam-summaries-jun12-eve/10v-3-3_summary,10,v,3,3,18062,2017-06-12  20:13:52,1150.14
Tetraselmis_experiment/data-raw/flowcam-summaries-jun12-eve/10v-3-4_summary,10,v,3,4,18981,2017-06-12  20:15:46,1167.62
Tetraselmis_experiment/data-raw/flowcam-summaries-jun12-eve/20c-4-1_summary,20,c,4,1,29203,2017-06-12  19:59:11,820.17
Tetraselmis_experiment/data-raw/flowcam-summaries-jun12-eve/20c-4-2_summary,20,c,4,2,27249,2017-06-12  20:01:04,826.08
Tetraselmis_experiment/data-raw/flowcam-summaries-jun12-eve/20c-4-3_summary,20,c,4,3,25617,2017-06-12  20:02:54,842.25
Tetraselmis_experiment/data-raw/flowcam-summaries-jun12-eve/20c-4-4_summary,20,c,4,4,28974,2017-06-12  20:04:40,846.16
Tetraselmis_experiment/data-raw/flowcam-summaries-jun12-eve/20v-4-1_summary,20,v,4,1,24141,2017-06-12  19:51:05,817.09
Tetraselmis_experiment/data-raw/flowcam-summaries-jun12-eve/20v-4-2_summary,20,v,4,2,23965,2017-06-12  19:52:54,803.71
Tetraselmis_experiment/data-raw/flowcam-summaries-jun12-eve/20v-4-3_summary,20,v,4,3,24041,2017-06-12  19:54:48,794.32
Tetraselmis_experiment/data-raw/flowcam-summaries-jun12-eve/20v-4-4_summary,20,v,4,4,25713,2017-06-12  19:57:17,820.12
Tetraselmis_experiment/data-raw/flowcam-summaries-jun12-eve/summary_export_10c-3-1_copy,10,c,3,1,15645,2017-06-12  20:17:46,1273.14
Tetraselmis_experiment/data-raw/flowcam-summaries-jun12-eve/summary_export_10c-3-2_copy,10,c,3,2,19219,2017-06-12  20:20:12,1169.25
Tetraselmis_experiment/data-raw/flowcam-summaries-jun12-eve/summary_export_10c-3-3_copy,10,c,3,3,17575,2017-06-12  20:22:52,1238.02
Tetraselmis_experiment/data-raw/flowcam-summaries-jun12-eve/summary_export_10c-3-4_copy,10,c,3,4,17431,2017-06-12  20:25:08,1222.13
Tetraselmis_experiment/data-raw/flowcam-summaries-jun12-eve/summary_export_10v-3-2_copy,10,v,3,2,16432,2017-06-12  20:11:35,1171.64
Tetraselmis_experiment/data-raw/flowcam-summaries-jun12-eve/summary_export_5c-3-1_copy,5,c,3,1,1242,2017-06-12  20:34:27,1287.53
Tetraselmis_experiment/data-raw/flowcam-summaries-jun12-eve/summary_export_5c-3-2_copy,5,c,3,2,1347,2017-06-12  20:36:36,1337.00
Tetraselmis_experiment/data-raw/flowcam-summaries-jun12-eve/summary_export_5c-3-3_copy,5,c,3,3,445,2017-06-12  20:38:48,1368.78
Tetraselmis_experiment/data-raw/flowcam-summaries-jun12-eve/summary_export_5c-3-4_copy,5,c,3,4,1007,2017-06-12  20:41:00,1311.76
Tetraselmis_experiment/data-raw/flowcam-summaries-jun12-eve/summary_export_5v-3-1_copy,5,v,3,1,5603,2017-06-12  20:43:23,1390.35
